mbid,composition,is_metal,spg_num,crys_sys
mb-mp-is-metal-079620,Ge2 Se4 O12,False,14,monoclinic
mb-mp-is-metal-009545,Co6 O6 F6,True,6,monoclinic
mb-mp-is-metal-099557,Cd1 Se1,False,216,cubic
mb-mp-is-metal-020408,Pr1 O1,True,225,cubic
mb-mp-is-metal-064404,Ba8 In4 Ag4 S16,False,14,monoclinic
mb-mp-is-metal-092831,Rb2 Na1 V1 F6,True,225,cubic
mb-mp-is-metal-090065,Nb1 Ga1 Co2,True,225,cubic
mb-mp-is-metal-007187,Fe8 O14 F2,True,12,monoclinic
mb-mp-is-metal-048842,Ca2 Gd4 S8,False,122,tetragonal
mb-mp-is-metal-098354,Cs4 B12 O20,False,19,orthorhombic
mb-mp-is-metal-014195,Fe10 O9 F11,False,1,triclinic
mb-mp-is-metal-009169,Li4 Mn4 Si4 O16,False,2,triclinic
mb-mp-is-metal-071032,Cd12 I24,False,186,hexagonal
mb-mp-is-metal-083009,Ti2 Tc1 Ni1,True,225,cubic
mb-mp-is-metal-068928,Cd8 I16,False,156,trigonal
mb-mp-is-metal-009696,Li1 V3 O4,False,139,tetragonal
mb-mp-is-metal-087390,Gd3 In3 Ir3,True,189,hexagonal
mb-mp-is-metal-028032,Li4 Cr2 Co6 O16,True,186,hexagonal
mb-mp-is-metal-057436,Te24 As16,False,11,monoclinic
mb-mp-is-metal-041530,Y6 Zn30,True,194,hexagonal
mb-mp-is-metal-053217,Tl1 Cu1 Cl3,True,221,cubic
mb-mp-is-metal-090093,Zr2 W4,True,227,cubic
mb-mp-is-metal-036751,K4 Mn6 S8,True,13,monoclinic
mb-mp-is-metal-063063,W4 O12,False,204,cubic
mb-mp-is-metal-006112,Li4 Co3 Cu1 O8,True,166,trigonal
mb-mp-is-metal-088935,Mn2 S2,True,216,cubic
mb-mp-is-metal-102008,Cs4 Ti4 F16,True,129,tetragonal
mb-mp-is-metal-048690,Mn1 Cd1 O2,True,166,trigonal
mb-mp-is-metal-085816,P4 Ru2,False,58,orthorhombic
mb-mp-is-metal-009792,Sm4 I2 O4,True,12,monoclinic
mb-mp-is-metal-103379,Yb2 Cu2 Ge2,True,194,hexagonal
mb-mp-is-metal-088690,Nd10 Ge6,True,193,hexagonal
mb-mp-is-metal-008265,In3 Sb1,True,221,cubic
mb-mp-is-metal-045802,Bi8 O12,False,114,tetragonal
mb-mp-is-metal-059834,Mn2 Te2,True,194,hexagonal
mb-mp-is-metal-019378,V4 Bi8 O22,False,7,monoclinic
mb-mp-is-metal-019666,Nb3 Ir1 Se8,False,12,monoclinic
mb-mp-is-metal-025219,Ti4 O8,False,62,orthorhombic
mb-mp-is-metal-002981,U1 Ni1 Sn1,False,216,cubic
mb-mp-is-metal-069869,Zn18 S18,False,156,trigonal
mb-mp-is-metal-066436,Ba4 Sn8 S20,False,56,orthorhombic
mb-mp-is-metal-026206,Li6 Mn5 Co1 O12,False,2,triclinic
mb-mp-is-metal-029134,Y12 O18,False,11,monoclinic
mb-mp-is-metal-097691,Rb4 Cu4 Pd4 F20,True,62,orthorhombic
mb-mp-is-metal-083090,Li1 Ca2 Ga1,True,225,cubic
mb-mp-is-metal-056343,Li4 Co4 S8,False,13,monoclinic
mb-mp-is-metal-069270,Ba4 Y2 Ga2 Se10,False,2,triclinic
mb-mp-is-metal-100878,Sm2 Au6,True,59,orthorhombic
mb-mp-is-metal-094044,Pr1 Co2 As2,True,139,tetragonal
mb-mp-is-metal-012244,Zn4 Ag4 F20,True,14,monoclinic
mb-mp-is-metal-009751,U4 Co4 Si4,False,62,orthorhombic
mb-mp-is-metal-090761,Sc1 Ni1 Sb1,False,216,cubic
mb-mp-is-metal-087816,Ce30 B16 N50,True,167,trigonal
mb-mp-is-metal-057083,Mg2 Ti22 O40,True,11,monoclinic
mb-mp-is-metal-094319,Tb2 Ni8 P4,True,136,tetragonal
mb-mp-is-metal-047491,Pd4 I8 O24,False,61,orthorhombic
mb-mp-is-metal-084924,Sm4 Mo4 O14,True,227,cubic
mb-mp-is-metal-061220,Zr1 Pd2,True,139,tetragonal
mb-mp-is-metal-087801,P4 Pd2,False,15,monoclinic
mb-mp-is-metal-098393,Cd1 Te1,False,216,cubic
mb-mp-is-metal-048281,Li2 Cd1 Ge1,True,225,cubic
mb-mp-is-metal-009766,Ni2 P8 O24,True,9,monoclinic
mb-mp-is-metal-100274,Dy4 Si4 Ir4,True,62,orthorhombic
mb-mp-is-metal-041044,Li1 Mn4 O8,False,12,monoclinic
mb-mp-is-metal-076426,Na4 Mo4 Se4 O22,False,15,monoclinic
mb-mp-is-metal-025346,Hg1 Pt3,True,65,orthorhombic
mb-mp-is-metal-056859,Sm1 Co3 B2,True,191,hexagonal
mb-mp-is-metal-006158,Fe8 O14 F2,True,15,monoclinic
mb-mp-is-metal-100970,Zn2 Si2 As4,False,122,tetragonal
mb-mp-is-metal-039132,Cr16 O24,False,206,cubic
mb-mp-is-metal-005164,Li2 Nd1 As2,True,164,trigonal
mb-mp-is-metal-053957,Nb4 Se8,True,187,hexagonal
mb-mp-is-metal-066040,Sr4 Ta4 N4 O8,False,4,monoclinic
mb-mp-is-metal-016925,Fe8 O8 F8,False,6,monoclinic
mb-mp-is-metal-060980,Sr8 Co8 O20,True,62,orthorhombic
mb-mp-is-metal-097385,Ba2 Zn2 S2 O2,False,63,orthorhombic
mb-mp-is-metal-016966,Fe4 O4 F4,False,70,orthorhombic
mb-mp-is-metal-034332,Li2 Ni2 P4 O14,False,4,monoclinic
mb-mp-is-metal-039857,La4 Ga4 O12,False,62,orthorhombic
mb-mp-is-metal-011254,Al1 Bi1,True,216,cubic
mb-mp-is-metal-099076,Sc1 Sb1 Rh2,True,225,cubic
mb-mp-is-metal-067976,Cd15 I30,False,156,trigonal
mb-mp-is-metal-009947,Fe18 O18 F18,False,6,monoclinic
mb-mp-is-metal-036193,Ti1 Mn2 Ge1,True,225,cubic
mb-mp-is-metal-001231,Mg4 Cr2 N4,True,12,monoclinic
mb-mp-is-metal-085257,Dy2 Ni2 Ge4,True,63,orthorhombic
mb-mp-is-metal-040787,Li4 Mn4 P8 O28,False,1,triclinic
mb-mp-is-metal-031137,Ti18 O36,False,1,triclinic
mb-mp-is-metal-081766,Na2 Te1,False,225,cubic
mb-mp-is-metal-027182,Ta6 O15,False,8,monoclinic
mb-mp-is-metal-051844,Sm16 S24,False,122,tetragonal
mb-mp-is-metal-081699,K1 Na2 Sb1,False,225,cubic
mb-mp-is-metal-046766,Ni1 Ag1 O2,True,166,trigonal
mb-mp-is-metal-054845,Tl36 Sb4 Se24,True,75,tetragonal
mb-mp-is-metal-033827,Li2 Ni5 P4 O16,False,2,triclinic
mb-mp-is-metal-002857,Tc3 Pd1,True,166,trigonal
mb-mp-is-metal-039895,Cu3 Bi4 I16,True,8,monoclinic
mb-mp-is-metal-068914,Cd7 I14,False,156,trigonal
mb-mp-is-metal-081205,Sr2 Ta2 N2 O4,False,26,orthorhombic
mb-mp-is-metal-016234,V4 O8,False,87,tetragonal
mb-mp-is-metal-024502,Bi8 O12,False,186,hexagonal
mb-mp-is-metal-088203,Ta4 Tl4 S12,False,62,orthorhombic
mb-mp-is-metal-062428,Ag28 As4 Se24,True,198,cubic
mb-mp-is-metal-000492,Mg4 Sn2,True,194,hexagonal
mb-mp-is-metal-037467,Mg2 In6,True,194,hexagonal
mb-mp-is-metal-022730,Li6 Ti4 P6 O24,True,148,trigonal
mb-mp-is-metal-033940,Ce2 Pr2 O4,True,141,tetragonal
mb-mp-is-metal-068203,Hf2 Tl1,True,139,tetragonal
mb-mp-is-metal-078215,Eu8 Ga16 S32,False,70,orthorhombic
mb-mp-is-metal-098775,V2 Ir2,True,65,orthorhombic
mb-mp-is-metal-088047,Nd8 S12,False,62,orthorhombic
mb-mp-is-metal-004994,Eu1 Tl1,True,221,cubic
mb-mp-is-metal-034670,In1 Ga1 P2,False,160,trigonal
mb-mp-is-metal-039136,Li4 Mn4 P8 O28,False,14,monoclinic
mb-mp-is-metal-104902,Tl4 P2 Au2 S8,False,11,monoclinic
mb-mp-is-metal-035864,Nb28 O70,False,3,monoclinic
mb-mp-is-metal-084185,Ba4 Sc2 Ir2 O12,True,225,cubic
mb-mp-is-metal-086949,Tl2 Mo6 Se6,True,176,hexagonal
mb-mp-is-metal-029250,In2 Se3,False,164,trigonal
mb-mp-is-metal-063721,Ba6 Na2 Ir4 O18,True,15,monoclinic
mb-mp-is-metal-031824,Sb4 I12,False,14,monoclinic
mb-mp-is-metal-069044,Bi12 Rh12 O41,True,44,orthorhombic
mb-mp-is-metal-015563,Fe18 O18 F18,True,6,monoclinic
mb-mp-is-metal-100470,K1 Cl1,False,225,cubic
mb-mp-is-metal-008075,Li4 Mn2 O4 F2,False,12,monoclinic
mb-mp-is-metal-000947,Yb6 B6 O18,True,193,hexagonal
mb-mp-is-metal-063977,Li7 Mo12 S16,True,1,triclinic
mb-mp-is-metal-021145,Fe6 O7 F5,False,5,monoclinic
mb-mp-is-metal-019022,Li18 Cr6 O24,True,3,monoclinic
mb-mp-is-metal-010256,Hg1 Pt3,True,221,cubic
mb-mp-is-metal-080003,Na1 Ce1 S2,False,166,trigonal
mb-mp-is-metal-018330,Ga1 Fe1 Ni2,True,123,tetragonal
mb-mp-is-metal-101151,Si8 Cu30,True,220,cubic
mb-mp-is-metal-045951,Ag8 S4,False,14,monoclinic
mb-mp-is-metal-058757,Zr24 Te12,True,62,orthorhombic
mb-mp-is-metal-088460,K4 Zn2 Te4,False,72,orthorhombic
mb-mp-is-metal-103230,Ca2 Zn4,True,74,orthorhombic
mb-mp-is-metal-049982,Zn8 As8,False,61,orthorhombic
mb-mp-is-metal-063151,La16 Mn15 O48,True,2,triclinic
mb-mp-is-metal-016292,Te4 W4 Se2 S2,True,156,trigonal
mb-mp-is-metal-100465,Zn1 In2 Se4,False,82,tetragonal
mb-mp-is-metal-099334,Sm1 Mn2 Ge2,True,139,tetragonal
mb-mp-is-metal-100726,Ba1 Ni2 P4,True,139,tetragonal
mb-mp-is-metal-068194,K2 Cu6 S4,False,12,monoclinic
mb-mp-is-metal-029801,Ti3 O6,False,152,trigonal
mb-mp-is-metal-086605,Ag1 I1,False,216,cubic
mb-mp-is-metal-100007,Ag4 Sb4 S8,False,15,monoclinic
mb-mp-is-metal-080559,Sm16 Ga4 Sb4 S36,False,41,orthorhombic
mb-mp-is-metal-083970,Zn96 As64,False,133,tetragonal
mb-mp-is-metal-049092,Li4 Cr3 Ni1 O8,True,2,triclinic
mb-mp-is-metal-092558,Sm16 O24,False,206,cubic
mb-mp-is-metal-040664,K4 Bi16 Se26,False,11,monoclinic
mb-mp-is-metal-048323,Si16 Ge16,False,4,monoclinic
mb-mp-is-metal-096863,Mg10 B16 Ir19,True,217,cubic
mb-mp-is-metal-105738,Li2 Pm1 Al1,True,225,cubic
mb-mp-is-metal-085738,Sm3 Al1 N1,True,221,cubic
mb-mp-is-metal-066989,Cu4 Ge2 Se6,True,9,monoclinic
mb-mp-is-metal-071053,Cd13 I26,False,156,trigonal
mb-mp-is-metal-013967,Li3 Mn2 Co2 O8,True,1,triclinic
mb-mp-is-metal-076169,Pm1 Hg1 Au2,True,225,cubic
mb-mp-is-metal-097800,Tm4 Ga20 Os6,True,127,tetragonal
mb-mp-is-metal-083048,Li2 Yb1 Pb1,True,225,cubic
mb-mp-is-metal-036737,Nd1 Cu3 Ru4 O12,True,204,cubic
mb-mp-is-metal-067989,Cd29 I58,False,156,trigonal
mb-mp-is-metal-087398,Dy1 Co2 Ge2,True,139,tetragonal
mb-mp-is-metal-102440,Yb2 Ag4,True,74,orthorhombic
mb-mp-is-metal-096405,Cs4 Ag4 Sb16 S28,False,15,monoclinic
mb-mp-is-metal-050339,Rb6 Bi4 I18,False,15,monoclinic
mb-mp-is-metal-069907,In1 Bi2 S4 Cl1,False,12,monoclinic
mb-mp-is-metal-089096,Pr8 Au4,True,62,orthorhombic
mb-mp-is-metal-098826,Li1 Al1 Ge1,False,216,cubic
mb-mp-is-metal-076410,Cs4 Sc4 Se8 O24,False,62,orthorhombic
mb-mp-is-metal-006009,Bi2 O3,False,8,monoclinic
mb-mp-is-metal-018976,Li4 Mn8 P8 O32,True,29,orthorhombic
mb-mp-is-metal-071490,La16 Mn8 Se16 O16,False,33,orthorhombic
mb-mp-is-metal-102143,Yb1 B2 Rh3,True,191,hexagonal
mb-mp-is-metal-090922,Ta2 Mo1 Os1,True,225,cubic
mb-mp-is-metal-102289,Yb1 Te1,False,225,cubic
mb-mp-is-metal-102394,Dy2 Zr2 Sb2,True,139,tetragonal
mb-mp-is-metal-038944,Li4 Mn4 P8 O28,False,14,monoclinic
mb-mp-is-metal-044482,Zn24 As16,True,206,cubic
mb-mp-is-metal-102410,Ca4 Ga4 Ge4,True,194,hexagonal
mb-mp-is-metal-018695,Ho1 Ge1 Au1,True,216,cubic
mb-mp-is-metal-068923,Cd7 I14,False,156,trigonal
mb-mp-is-metal-034315,Ge4 O8,False,60,orthorhombic
mb-mp-is-metal-024868,Ho4 Ti4 O12,True,62,orthorhombic
mb-mp-is-metal-008798,U6 Bi8,True,220,cubic
mb-mp-is-metal-074478,U4 P8 S28,False,70,orthorhombic
mb-mp-is-metal-084156,Ti2 S6,False,11,monoclinic
mb-mp-is-metal-085439,Ta6 N3,True,162,trigonal
mb-mp-is-metal-057937,K4 V16 Ag44 O64,False,61,orthorhombic
mb-mp-is-metal-015934,Fe12 O12 F12,True,6,monoclinic
mb-mp-is-metal-001440,Mg2 V9 O13,True,12,monoclinic
mb-mp-is-metal-020210,Ca4 Sn2 S8,False,40,orthorhombic
mb-mp-is-metal-082734,Sm1 Sb1,True,225,cubic
mb-mp-is-metal-032457,Ge8 O16,False,15,monoclinic
mb-mp-is-metal-093731,Mn2 F4,False,136,tetragonal
mb-mp-is-metal-023234,Mo4 O12,False,62,orthorhombic
mb-mp-is-metal-011368,Bi4 O6,False,160,trigonal
mb-mp-is-metal-088529,Cu2 Hg1 Ge1 Se4,True,121,tetragonal
mb-mp-is-metal-099983,Y4 As1 Se3,True,139,tetragonal
mb-mp-is-metal-017943,Li2 Ni3 Te1 O8,False,12,monoclinic
mb-mp-is-metal-009422,Zn8 Co16 O32,True,160,trigonal
mb-mp-is-metal-011512,Ta2 O5,False,5,monoclinic
mb-mp-is-metal-022738,Ce1 Ir5,True,191,hexagonal
mb-mp-is-metal-084807,Sr3 Ti2 O7,False,139,tetragonal
mb-mp-is-metal-043724,Al4 Te6,False,9,monoclinic
mb-mp-is-metal-089393,Lu3 Tl1 C1,True,221,cubic
mb-mp-is-metal-089079,Mg3 Sb2,False,164,trigonal
mb-mp-is-metal-067171,Sm2 Cu2 Se2 O2,False,129,tetragonal
mb-mp-is-metal-070134,Ge4 O8,False,92,tetragonal
mb-mp-is-metal-006153,Fe4 O7 F1,True,38,orthorhombic
mb-mp-is-metal-064968,Pb15 I30,False,156,trigonal
mb-mp-is-metal-074406,Nd4 Mo4 O16 F4,False,14,monoclinic
mb-mp-is-metal-063135,Ga2 Ge2 Te2,False,166,trigonal
mb-mp-is-metal-080164,Cs4 Ag20 Te12,False,136,tetragonal
mb-mp-is-metal-083627,Pb12 O16,False,135,tetragonal
mb-mp-is-metal-097237,Cd1 In2 Te4,False,82,tetragonal
mb-mp-is-metal-002920,Hf1 In1 Cu2,True,123,tetragonal
mb-mp-is-metal-088578,Y3 Mg3 Al3,True,189,hexagonal
mb-mp-is-metal-008950,Li4 Cu4 P4 O16,False,14,monoclinic
mb-mp-is-metal-105885,Y1 As1,True,225,cubic
mb-mp-is-metal-027785,K2 Bi2 Se4,False,141,tetragonal
mb-mp-is-metal-002972,Cu2 Se1,False,225,cubic
mb-mp-is-metal-067908,Cd11 I22,False,156,trigonal
mb-mp-is-metal-041843,Al1 Ni20 B14,True,225,cubic
mb-mp-is-metal-056178,Ca2 Zn1 Rh1,True,225,cubic
mb-mp-is-metal-024810,Hf4 Os8,True,194,hexagonal
mb-mp-is-metal-003255,Ca1 Co4 S8,True,166,trigonal
mb-mp-is-metal-082034,Yb1 Pm1 Pt2,True,225,cubic
mb-mp-is-metal-091782,Bi2 Se3,False,166,trigonal
mb-mp-is-metal-089083,Y16 O24,False,206,cubic
mb-mp-is-metal-007234,Ag1 Bi1 S2,True,123,tetragonal
mb-mp-is-metal-012950,Li2 Mn2 P4 O16,False,15,monoclinic
mb-mp-is-metal-051995,Er2 Al40 Cr4,True,227,cubic
mb-mp-is-metal-063801,Sr2 Nd4 S8,False,122,tetragonal
mb-mp-is-metal-052857,Ce1 Al1 O3,True,221,cubic
mb-mp-is-metal-105549,Zn8 Sb8,False,61,orthorhombic
mb-mp-is-metal-100320,Ce3 In3 Ir3,True,189,hexagonal
mb-mp-is-metal-086436,Rh8 S12,False,60,orthorhombic
mb-mp-is-metal-092799,Ba6 Bi4 Te2 O18,False,165,trigonal
mb-mp-is-metal-011285,Te4 Mo1 W3 S4,True,156,trigonal
mb-mp-is-metal-011191,Fe10 O9 F11,False,6,monoclinic
mb-mp-is-metal-091972,Ag36 As12 Se36,False,62,orthorhombic
mb-mp-is-metal-036975,Li4 Ni6 O12,False,9,monoclinic
mb-mp-is-metal-087721,Mn1 I2,False,164,trigonal
mb-mp-is-metal-024731,U1 Al1 Ni4,True,216,cubic
mb-mp-is-metal-104144,Y1 Al8 Cu4,True,139,tetragonal
mb-mp-is-metal-093951,Li8 W2 O10,False,2,triclinic
mb-mp-is-metal-025254,Eu2 O3,True,164,trigonal
mb-mp-is-metal-031762,Li8 Cu2 P4 O16,True,7,monoclinic
mb-mp-is-metal-032593,Sm2 Cu6 Te6,False,148,trigonal
mb-mp-is-metal-074217,Ag6 Pd2,True,194,hexagonal
mb-mp-is-metal-055481,Ge12 S24,False,7,monoclinic
mb-mp-is-metal-091941,Zn1 Cu2 Ge1 S4,False,121,tetragonal
mb-mp-is-metal-041783,Eu2 Cu1 O4,True,139,tetragonal
mb-mp-is-metal-100019,Sm1 Si2 Ni2,True,139,tetragonal
mb-mp-is-metal-057181,Ba2 U1 Cu1 O6,False,139,tetragonal
mb-mp-is-metal-034824,Ba4 F8,False,62,orthorhombic
mb-mp-is-metal-099785,La3 Re2 O10,True,12,monoclinic
mb-mp-is-metal-069879,Zn16 S16,False,156,trigonal
mb-mp-is-metal-057179,La1 Bi1 Au2,True,225,cubic
mb-mp-is-metal-065275,K1 Au1 I4 O12,False,5,monoclinic
mb-mp-is-metal-043787,Li16 Cu4 P8 O32,False,14,monoclinic
mb-mp-is-metal-073765,Rb4 Hg6 Ge4 S16,False,14,monoclinic
mb-mp-is-metal-085185,Ba1 F2,False,225,cubic
mb-mp-is-metal-098094,Ga1 Si1 Ru2,True,225,cubic
mb-mp-is-metal-023163,Mn10 O5 F15,False,1,triclinic
mb-mp-is-metal-098225,Ti1 Ni1 Sb1,True,216,cubic
mb-mp-is-metal-013933,Fe12 O12 F12,True,6,monoclinic
mb-mp-is-metal-050561,Y2 Cu6 Se6,False,148,trigonal
mb-mp-is-metal-100311,Gd1 Pb1 Au1,True,216,cubic
mb-mp-is-metal-046794,Cd24 P16,False,137,tetragonal
mb-mp-is-metal-037802,Ta2 Be4,True,227,cubic
mb-mp-is-metal-025394,Pb4 O8,True,62,orthorhombic
mb-mp-is-metal-061758,Cu16 As8 O36,True,62,orthorhombic
mb-mp-is-metal-105291,Gd3 Al7 Ag2,True,166,trigonal
mb-mp-is-metal-015131,Fe6 O7 F5,True,1,triclinic
mb-mp-is-metal-006898,Li4 Nd2 Sb4,True,129,tetragonal
mb-mp-is-metal-034992,Na2 V6 O13,True,12,monoclinic
mb-mp-is-metal-023681,As2 P2,False,12,monoclinic
mb-mp-is-metal-058065,La10 Mn9 O30,True,2,triclinic
mb-mp-is-metal-047622,V6 Bi12 O33,False,1,triclinic
mb-mp-is-metal-065256,Sb4 S4 I4,False,33,orthorhombic
mb-mp-is-metal-098947,Tl9 Sb1 Se6,False,87,tetragonal
mb-mp-is-metal-103333,Tb1 Co2 Ge2,True,139,tetragonal
mb-mp-is-metal-085956,Ca2 Ir2 O6,True,63,orthorhombic
mb-mp-is-metal-062372,Ca10 Cd5 As10,False,8,monoclinic
mb-mp-is-metal-049334,Tb1 Ga3,True,221,cubic
mb-mp-is-metal-006167,Cs1 F1,False,221,cubic
mb-mp-is-metal-024223,K3 Hg1,True,225,cubic
mb-mp-is-metal-028901,Zr4 O8,False,12,monoclinic
mb-mp-is-metal-027214,Cs2 Sn6,True,194,hexagonal
mb-mp-is-metal-041335,Mg8 Pb4,True,62,orthorhombic
mb-mp-is-metal-007886,Li2 Bi4 P6 O24,True,15,monoclinic
mb-mp-is-metal-009404,La1 Ga1 O3,False,221,cubic
mb-mp-is-metal-097954,Tb2 Sb1 O2,True,139,tetragonal
mb-mp-is-metal-018711,B4 Rh8,True,62,orthorhombic
mb-mp-is-metal-081141,Zn1 Ga1 Rh2,True,225,cubic
mb-mp-is-metal-014342,V4 Zn2 O8,False,160,trigonal
mb-mp-is-metal-064195,Sn2 Br4,False,136,tetragonal
mb-mp-is-metal-004405,Zn6 Co12 O24,True,156,trigonal
mb-mp-is-metal-000493,Mg8 Sn4,True,12,monoclinic
mb-mp-is-metal-100171,Sr4 Ta8 O24,False,62,orthorhombic
mb-mp-is-metal-011372,Mg4 Ga2,True,187,hexagonal
mb-mp-is-metal-028962,Fe6 O6 F6,False,6,monoclinic
mb-mp-is-metal-095325,Ho6 Ge10,True,43,orthorhombic
mb-mp-is-metal-039788,Na3 W4 O12,True,229,cubic
mb-mp-is-metal-093141,Ca2 Tl1 Cd1,True,225,cubic
mb-mp-is-metal-062004,Pb3 I6,False,166,trigonal
mb-mp-is-metal-008257,Cr3 N2,True,139,tetragonal
mb-mp-is-metal-043851,As16 S16,False,14,monoclinic
mb-mp-is-metal-083059,Eu1 Sn1 Au2,True,225,cubic
mb-mp-is-metal-063458,In1 Bi2 S4 Br1,False,12,monoclinic
mb-mp-is-metal-012702,Cr2 Sb4,True,58,orthorhombic
mb-mp-is-metal-036141,V4 O8,False,62,orthorhombic
mb-mp-is-metal-089493,Hg2 Rh1,True,123,tetragonal
mb-mp-is-metal-088552,Yb8 Sb6,True,220,cubic
mb-mp-is-metal-088702,La2 B4 Rh5,True,69,orthorhombic
mb-mp-is-metal-087005,Ga2 Cu2 Se4,False,122,tetragonal
mb-mp-is-metal-014171,Fe10 O9 F11,False,6,monoclinic
mb-mp-is-metal-067858,Cd2 Br4,False,166,trigonal
mb-mp-is-metal-017232,Ta4 O10,False,55,orthorhombic
mb-mp-is-metal-063975,Ag18 Pb8 O24,True,14,monoclinic
mb-mp-is-metal-035110,Ba8 Ta7 O24,True,156,trigonal
mb-mp-is-metal-095309,Cs2 Te1 I6,False,225,cubic
mb-mp-is-metal-056210,Tl6 Pb2,True,194,hexagonal
mb-mp-is-metal-075345,Na4 Zn2 Sn4 S12,False,43,orthorhombic
mb-mp-is-metal-010790,Pb12 N72,False,33,orthorhombic
mb-mp-is-metal-006089,Fe8 O14 F2,True,2,triclinic
mb-mp-is-metal-087483,Hf10 Sn6,True,193,hexagonal
mb-mp-is-metal-005978,Yb1 Tl1 Se2,True,166,trigonal
mb-mp-is-metal-030132,Li4 Cu4 P4 O16,True,33,orthorhombic
mb-mp-is-metal-083396,K4 Sb4 S8 O32,False,14,monoclinic
mb-mp-is-metal-025017,Li4 V6 Cr2 O16,False,2,triclinic
mb-mp-is-metal-079953,Sr8 Te6 Cl8 O16,False,5,monoclinic
mb-mp-is-metal-012730,Ni4 P16 O48,True,60,orthorhombic
mb-mp-is-metal-022325,Te4 Pb4,False,62,orthorhombic
mb-mp-is-metal-097651,Ti1 Co1 Sb1,False,216,cubic
mb-mp-is-metal-018829,Ti8 O16,False,62,orthorhombic
mb-mp-is-metal-066877,Ti1 S2,False,166,trigonal
mb-mp-is-metal-104218,Sr4 Sn4 O12,False,62,orthorhombic
mb-mp-is-metal-073012,Na2 H6 Se4 O12,False,7,monoclinic
mb-mp-is-metal-085220,Ba2 Th1 Cu2 Se5,False,12,monoclinic
mb-mp-is-metal-036739,Ag1 Br1,False,225,cubic
mb-mp-is-metal-105999,Li1 Lu2 Ru1,True,225,cubic
mb-mp-is-metal-064919,Re3 Te6 Cl36,False,148,trigonal
mb-mp-is-metal-069437,Sb24 I8 O32,False,14,monoclinic
mb-mp-is-metal-092556,Te8 O16,False,61,orthorhombic
mb-mp-is-metal-016185,Fe10 O9 F11,False,5,monoclinic
mb-mp-is-metal-064280,Sm4 As8 Au4,True,64,orthorhombic
mb-mp-is-metal-102122,Zr2 Cd2,True,129,tetragonal
mb-mp-is-metal-067977,Cd15 I30,False,156,trigonal
mb-mp-is-metal-056211,Co2 Sb4,True,58,orthorhombic
mb-mp-is-metal-026220,La2 Pd1 O4,True,139,tetragonal
mb-mp-is-metal-034208,La1 Zn1 Au2,True,225,cubic
mb-mp-is-metal-002320,Te4 Mo1 W3 S4,True,156,trigonal
mb-mp-is-metal-058953,Pr2 Cu2 S2 O2,False,129,tetragonal
mb-mp-is-metal-083600,Sr2 In8 Pt2,True,63,orthorhombic
mb-mp-is-metal-003004,Ce1 Mg2 Ag1,True,225,cubic
mb-mp-is-metal-095855,Eu1 Ni12 B6,True,166,trigonal
mb-mp-is-metal-004984,Li2 In2 Se4,False,141,tetragonal
mb-mp-is-metal-024593,Zn1 Ge1 As2,True,160,trigonal
mb-mp-is-metal-073447,K4 In4 Te8 O24,False,62,orthorhombic
mb-mp-is-metal-038793,Y16 S24,False,122,tetragonal
mb-mp-is-metal-018181,Fe4 O4 F4,False,6,monoclinic
mb-mp-is-metal-104215,Zr4 O8,False,14,monoclinic
mb-mp-is-metal-089046,Zr2 Ge4,True,63,orthorhombic
mb-mp-is-metal-047460,Ba2 Al8 Se14,False,7,monoclinic
mb-mp-is-metal-024041,Li4 Mn5 Ni3 O16,True,8,monoclinic
mb-mp-is-metal-067258,K2 I2 O6,False,161,trigonal
mb-mp-is-metal-087469,Gd2 Sb2 Pd2,True,186,hexagonal
mb-mp-is-metal-088429,Ba2 Ca1 Re1 O6,True,87,tetragonal
mb-mp-is-metal-014172,Fe10 O9 F11,False,6,monoclinic
mb-mp-is-metal-071597,Tb16 Ga4 Sb4 S36,False,41,orthorhombic
mb-mp-is-metal-102318,Na1 I1,False,225,cubic
mb-mp-is-metal-032096,Cr4 O12,False,15,monoclinic
mb-mp-is-metal-042030,Li6 Fe3 Co7 O20,True,10,monoclinic
mb-mp-is-metal-003492,Mg4 Sn2,True,189,hexagonal
mb-mp-is-metal-015874,Li6 Ti4 P6 O24,True,12,monoclinic
mb-mp-is-metal-054713,Er3 Ag3 Sn3,True,189,hexagonal
mb-mp-is-metal-040906,K18 Bi18 O54,False,1,triclinic
mb-mp-is-metal-042384,Pr2 Co8 B2,True,191,hexagonal
mb-mp-is-metal-020784,Cu11 Sb4 S13,True,8,monoclinic
mb-mp-is-metal-074399,Hg6 Bi4 Te4 Cl16,False,15,monoclinic
mb-mp-is-metal-086854,Ta1 Pd3,True,139,tetragonal
mb-mp-is-metal-092582,Ti4 Fe8,True,194,hexagonal
mb-mp-is-metal-006166,Lu1 C2,True,139,tetragonal
mb-mp-is-metal-090028,Na4 Hg4,True,63,orthorhombic
mb-mp-is-metal-007686,Sb20 I4 O28,False,7,monoclinic
mb-mp-is-metal-024443,Li6 Mn12 P12 O48,False,4,monoclinic
mb-mp-is-metal-100299,Ca4 In4 Au4,True,62,orthorhombic
mb-mp-is-metal-089408,Hf1 Tc1,True,221,cubic
mb-mp-is-metal-102366,Sm4 Tl2,True,194,hexagonal
mb-mp-is-metal-096303,La2 Cu2 Se2 O2,False,129,tetragonal
mb-mp-is-metal-057756,As8 O12,False,227,cubic
